date,startup,vertical,subvertical,city,investor,round,amount
8/23/2022,Dhruva,Technology,Cloud data protection and management solutions,Pune,"Riverwood Capital, Sequoia Capital India, Nexus Venture Partners, Tenaya Capital",Private Equity,660
8/23/2022,Bombay Shaving Company,eCommerce,Men Grooming product etailer,New Delhi,Fireside Ventures,Private Equity,18.975
8/23/2022,Awign,Technology,Operations and manpower outsourcing,Bangalore,"IIT Ropar, Imanpreet Singh Arora, Sidharth Rozario, Saurabh Abichandani, Shikhar Gupta,",Seed Funding,0
8/23/2022,Indiez,Technology,Software & Mobile app development platform,Bangalore,Haresh Chawla,Seed Funding,4.125
8/24/2022,Ezetap,Technology,mPOS solutions provider,Bangalore,"JS Capital Management, Social Capital, Horizons Ventures,",Private Equity,132
8/25/2022,Ink Monk,Consumer Internet,Online printing marketplace,Chennai,"VAMM Ventures, Raksul, Dena",Seed Funding,6.1875
8/25/2022,Medinfi,Consumer Internet,Online Doctor Discovery Platform,Bangalore,"PBS Srinivas, Vinod Martin,",Seed Funding,1.03125
8/28/2022,Mobikon,Technology,Restaurant & Hotel CRM platform,Pune,"Sistema Asia Fund, C31 Ventures, Qualgro.",Private Equity,57.75
8/29/2022,CureFit,Consumer Internet,End to End health and wellness platform.,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital,\\xc2\\xa0 UC-RNT fund",Private Equity,206.25
8/29/2022,Doxper,Technology,Healthtech IoT platform,Mumbai,"idal Health, growx ventures, Capier Investments, Globevestor & others",Seed Funding,6.1875
8/29/2022,Fieldassist,Technology,SAAS based sales force automation services,Gurgaon,Small Industries Development Bank of India (SIDBI),Debt Funding,0
8/30/2022,Treebo,Consumer Internet,Budget Hotel Aggregator platform,Bangalore,"Ward Ferry Management and Karst Peak Capital,",Private Equity,280.5
8/30/2022,MedGenome,Technology,Genomics Research and Diagnostics Solutions,Bangalore,"Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,",Private Equity,247.5
7/1/2022,Billion Loans,Consumer Internet,Peer to Peer Lending platform,Bangalore,Reliance Corporate Advisory Services Ltd,Seed Funding,8.25
7/3/2022,Ecolibriumenergy,Technology,Energy management solutions provider,Ahmedabad,"Infuse Ventures, JLL",Private Equity,21.45
7/4/2022,Droom,eCommerce,Online marketplace for automobiles,Gurgaon,"Asset Management (Asia) Ltd, Digital Garage Inc",Private Equity,165
7/5/2022,Jumbotail,eCommerce,online marketplace for food and grocery,Bangalore,"Kalaari Capital, Nexus India Capital Advisors",Private Equity,70.125
7/5/2022,Moglix,eCommerce,B2B marketplace for Industrial products,Noida,"International Finance Corporation, Rocketship, Accel Partners, Jungle Ventures, Shailesh Rao, Venture Highway",Private Equity,99
7/5/2022,Timesaverz,Consumer Internet,Hyperlocal home services provider,Mumbai,BCCL,Private Equity,8.25
7/6/2022,Minjar,Technology,Cloud Solutions provider,Bangalore,"Blume Ventures, Contrarian Capital India Partners, Emergent Ventures India, Pallav Nadhani, Ashish Gupta, Sharad Sharma, Sirion Labs",Seed Funding,0
7/7/2022,Clip App,Consumer Internet,Digital Media Video platform,Bangalore,"India Quotient, Shunwei Capital",Seed Funding,8.25
7/7/2022,Upwardly.in,Consumer Internet,MF investment platform,Bangalore,"Sreeram Iyer, Suvo Sarkar, Anita Gupta, Likemind Ventures",Seed Funding,0
7/10/2022,Autorox.co,Technology,Workshop Management Software Platform,Hyderabad,Mitsui & Co.,Private Equity,24.75
7/11/2022,Fabogo,Consumer Internet,Salon & Spa Aggregation & Discovery platform,Pune,Dunamis Ventures Pte Ltd,Private Equity,18.5625
7/11/2022,Flickstree,Consumer Internet,Video Content Discovery Platform,Mumbai,"Venture Catalysts, Sourav Ganguly, Ankit Aditya, Moksh Sports Ventures",Seed Funding,3.828
7/11/2022,Design Cafe,Consumer Internet,Online Interior Design platform,Bangalore,"Fireside Ventures, Apurva Salarpuria, Sidharth Pansari, Sprout Capital",Seed Funding,0
7/12/2022,Innoviti,Technology,Digital payments solutions,Bangalore,"SBI-FMO Fund, Bessemer Venture Partners, Catamaran Ventures",Private Equity,152.625
7/12/2022,VDeliver,Logistics,Door Step Delivery platform,Hyderabad,"Corvus Ventures, MAPE Advisory Group",Private Equity,0
7/12/2022,Bottr.me,Technology,Chatbot creation tool,Bangalore,"500 Startups, Purvi Capital, Rajan Anandan, Abhishek Gupta",Seed Funding,0
7/12/2022,Arcatron,Technology,Next Gen Mobility device manufacturer,Pune,Indian Angel Network,Seed Funding,0
7/14/2022,QwikSpec,Technology,Construction site operations and analytics platform,Bangalore,"Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen",Seed Funding,4.455
7/14/2022,Chumbak,eCommerce,Designer consumer products Marketplace,Bangalore,Blacksoil Capital Pvt. Ltd,Private Equity,14.025
7/17/2022,Increff,Technology,Sales Solutions for Fashion Brands,Bangalore,"Sequoia Capital, Grey Orange, Rajesh Ramaiah, Anshuman Das, Rishi Das",Seed Funding,16.5
7/17/2022,Vayana,Technology,Enterprise Banking Solutions,Pune,"IDG Ventures India Advisors, Jungle Ventures",Private Equity,33
7/18/2022,MObiquest,Technology,Mobile Services & Solutions,Noida,One97 Communication Ltd,Private Equity,0
7/18/2022,Ambee,Consumer Internet,Ambulance Aggregation Services,Hyderabad,"Uber Technologies Inc, Amaya Capital LLP",Seed Funding,0
7/18/2022,Ideal Insurance,Consumer Internet,Online Insurance platform,Kolkata,Xelpmoc,Seed Funding,0
7/18/2022,Hypernova Interactive,Technology,Mobile games creator,Bangalore,Kae Capital,Seed Funding,0
7/19/2022,Rentomojo,Consumer Internet,Consumer Leasing Platform,Bangalore,"ain Capital Ventures, Renaud Laplanche",Private Equity,82.5
7/19/2022,AirCTO,Consumer Internet,AI powered recruitment platform,Bangalore,Francesco Cara,Seed Funding,0
7/19/2022,Playablo,Technology,Gamified Learning App,Bangalore,ABI-Showatech (India) Ltd,Seed Funding,4.95
7/20/2022,Trupay,Technology,Online payments platform,Gurgaon,"Kae Capital, M&S Partners,",Seed Funding,5.775
7/21/2022,Brick2Wall,eCommerce,Online Marketplace for Construction Material,Gurgaon,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others",Seed Funding,1.65
7/21/2022,FableStreet,eCommerce,Women Work wear etailer,New Delhi,"Harmeet Bajaj, Pameela P, Fusiontech Ventures & Others",Seed Funding,0
7/21/2022,Monsoon Fintech,Technology,Machine Learning Access platform,New Delhi,"Sunil Kalra, Aditya Singh, Rishi Srivastava, Rajan Anandan",Seed Funding,0
7/21/2022,MonkeyBox,Consumer Internet,Healthy Food Delivery Platform,Bangalore,"Blume Ventures, NB Ventures, Nspira",Seed Funding,0
7/25/2022,Noticeboard,Consumer Internet,Mobile-first Enterprise communication platform,Bangalore,"Stellaris Venture Partners,",Private Equity,9.9
7/25/2022,Byju\\xe2\\x80\\x99s,Consumer Internet,Mobile Learning App,Bangalore,Tencent Holdings,Private Equity,288.75
7/26/2022,Creator\\xe2\\x80\\x99s Gurukul,Others,Co-Working Space Provider,New Delhi,Yuvraj Singh,Seed Funding,0
7/26/2022,Fab Hotels,Consumer Internet,Budget hotels brand & Aggregator Platform,New Delhi,Goldman Sachs,Private Equity,206.25
7/26/2022,ThinkerBell,Consumer Internet,Assisted Learning Startup,Bangalore,"Indian Angel Network, Anand Mahindra",Seed Funding,1.65
7/27/2022,1mg,eCommerce,Online Pharmacy,Gurgaon,"HBM Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network and Kae Capital",Private Equity,123.75
7/28/2022,Jhakaas,Consumer Internet,App-based Aggregator of Offline Businesses,Mumbai,Amen Dhyllon,Seed Funding,0
7/28/2022,BigStylist,Consumer Internet,Beauty Services Marketplace,Mumbai,Info Edge (India) Ltd,Private Equity,10.3125
7/28/2022,Gympik.com,Consumer Internet,online marketplace for discovering fitness centres,Bangalore,RoundGlass Partners,Seed Funding,0
6/1/2022,Tripeur,Technology,Mobile based travel ERP platform,Bangalore,"Grace Grace Techno Ventures LLP, Rajul Garg & Other undisclosed investors",Seed Funding,0
6/2/2022,RentOnGo,eCommerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",Bangalore,TVS Motor Company,Seed Funding,1.9305
6/5/2022,Goomo,Consumer Internet,Online Travel & Holiday Booking platform,Mumbai,Emerging India,Private Equity,412.5
6/5/2022,MaxMyWealth,Consumer Internet,Online Wealth Management & Savings platform,Mumbai,"lockchain ecosystem Global Advisors, Horseferry",Private Equity,0
6/6/2022,Spinny,eCommerce,Online Used Car marketplace,Gurgaon,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",Private Equity,8.25
6/6/2022,Healthbuds,Consumer Internet,Healthcare Discovery & booking platform,Kolkata,"Arun Patodia, Bharat Kedia",Seed Funding,0
6/6/2022,Ftcash,Consumer Internet,Mobile Payments platform,Mumbai,"500 Startups, IvyCap Ventures",Private Equity,0
6/6/2022,BHIVE Workspace,Consumer Internet,co-working spaces,Bangalore,Blume Ventures,Private Equity,9.9
6/6/2022,wayForward,Consumer Internet,Mobile app for Mental Health,New Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",Seed Funding,8.25
6/6/2022,GyanDhan,Consumer Internet,Education Marketplace,New Delhi,Sundaram Finance Holdings,Private Equity,0
6/6/2022,Hungry Foal,Consumer Internet,For profit Social Venture,Gurgaon,SBI (Stand Up India Scheme),Private Equity,0
6/7/2022,ZipLoan,Consumer Internet,Online lending platform,New Delhi,WaterBridge Ventures,Seed Funding,5.3625
6/7/2022,GrowFitter,Consumer Internet,health and fitness discovery platform,Mumbai,SQue Capital,Seed Funding,4.95
6/8/2022,Stratfit,Consumer Internet,Health coaching programs,Hyderabad,Bodhtree Consulting Limited,Seed Funding,1.914
6/8/2022,Multiplier Solutions,Technology,CRM Software for Healthcare space,Hyderabad,Norwest Venture Partners,Private Equity,12.375
6/8/2022,ABI Health,Technology,Unified Digital Health Platform,Bangalore,Norwest Venture Partners,Private Equity,12.375
6/8/2022,Stockal,Consumer Internet,App-based Investment advisory Services,Bangalore,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",Seed Funding,2.8875
6/9/2022,Guidoo,Consumer Internet,Travel & adventure planning platform,Mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",Seed Funding,2.475
6/9/2022,eSahai.in,Consumer Internet,ambulance aggregator and medical taxi provider,Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",Seed Funding,2.0625
6/12/2022,Loanmeet,Consumer Internet,Online peer-to-peer lending platform,Bangalore,"Cao Yibin, Huang Wei, Madhusudan E,",Seed Funding,0
6/12/2022,LendingKart,Consumer Internet,Online Lending platform,Ahmedabad,Yes Bank,Debt Funding,64.35
6/12/2022,Boxx.ai,Technology,Artificial Intelligence,Bangalore,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Private Equity,4.125
6/12/2022,PeeSafe.in,Healthcare,Hygiene care product manufacturer,New Delhi,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Private Equity,8.25
6/12/2022,Vista Rooms,Consumer Internet,Online rooms aggregation platform,Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",Seed Funding,6.402
6/12/2022,CoverFox,Consumer Internet,Online insurance brokerage platform,Mumbai,Transamerica,Private Equity,123.75
6/13/2022,HyperTrack,Technology,Location tracking solutions,New Delhi,"Nexus Venture Partners, Founders Fund",Private Equity,0
6/13/2022,Goodera,Technology,CSR and sustainability management platform,Bangalore,"Nexus Venture Partners, Omidyar Network",Private Equity,45.375
6/13/2022,Digit,Technology,Tech driven Insurance platform,Bangalore,Fairfax Holdings,Private Equity,0
6/14/2022,Ola,Consumer Internet,Cab Aggregation App,Bangalore,Tekne Capital Management LLC,Private Equity,412.5
6/14/2022,Vanitycask,Consumer Internet,Beauty products discovery platform,Mumbai,RB Investments,Seed Funding,0
6/14/2022,MrNeeds,Consumer Internet,Micro Food Delivery platform,Noida,undisclosed investors,Seed Funding,4.125
6/15/2022,MoneyTap,Consumer Internet,Money Lending platform,Bangalore,"Sequoia India, NEA, Prime Venture Partners",Private Equity,101.475
6/16/2022,Goodbox,eCommerce,Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs,Bangalore,"Nexus Venture Partners, Mekin Maheshwari",Private Equity,8.25
6/16/2022,Fincash,Consumer Internet,Personal Finance platform,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed Funding,0.825
6/16/2022,PortDesk,Technology,Maritime Solutions,Noida,Alphard Maritime Group,Seed Funding,16.5
6/16/2022,EdgeFx,eCommerce,DIY project Kits seller,Hyderabad,"Cross Border Angels & Experts, Rajasthan Angel Innovators Network, The Chennai Angels",Seed Funding,0
6/16/2022,EazyDiner,Consumer Internet,Online Restaurant Reservation Platform,Gurgaon,YouWeCan Ventures,Seed Funding,0
6/16/2022,HealthIntel,Healthcare,Online Pharmacy,New Delhi,BLIP Initiatives,Seed Funding,0
6/19/2022,Unbxd,Technology,Cloud-based product discovery platform,Bangalore,Eight Roads Ventures,Private Equity,103.125
6/19/2022,DarwinBox,Technology,Enterprise human resources management platform,Hyderabad,"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",Private Equity,33
6/20/2022,ForeverShop,Consumer Internet,Mobile based ecommerce platform,Bangalore,91maker.com,Seed Funding,2.475
6/20/2022,Insider.in,Consumer Internet,Events Ticketing platform,Mumbai,Paytm,Private Equity,42.9
6/21/2022,Fynd,eCommerce,Fashion etailer,Mumbai,"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital",Private Equity,19.8
6/21/2022,Grow Fit,Consumer Internet,Health-Tech platform,Bangalore,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",Private Equity,37.125
6/21/2022,Fabulyst,Technology,Artificial Intelligence based platform,Hyderabad,iBhubs,Seed Funding,1.77375
6/21/2022,mSwipe,Technology,Point-of-Sale services,Mumbai,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",Private Equity,255.75
6/21/2022,OneAssist,Consumer Internet,Credit card fraud protection,Mumbai,Sequoia Capital,Private Equity,0
6/22/2022,Julia Computing,Technology,Open Source Language for Data Science and Machine Learning,Bangalore,"General Catalyst, Founder Collective",Private Equity,37.95
6/22/2022,Kissht,Consumer Internet,Consumer Lending platform,Mumbai,"Endiya Partners, Ventureast",Private Equity,16.5
6/22/2022,Explore Life traveling,Consumer Internet,Local homes booking platform,Bangalore,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed Funding,4.125
6/23/2022,Loantap,Consumer Internet,Lending platform for salaried professionals,Mumbai,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",Private Equity,33
6/23/2022,Voxweb,Consumer Internet,Mobile based social networking platform,Mumbai,Undisclosed investors,Seed Funding,8.25
6/26/2022,HUG Innovations,Technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,Hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Private Equity,41.25
6/26/2022,Flipkart,eCommerce,Online marketplace,Bangalore,Naspers,Private Equity,585.75
6/26/2022,V Resorts,Consumer Internet,Holiday & Vacation resort aggregator,Noida,"Seedfund, RB International",Private Equity,33
6/27/2022,Stashfin,Consumer Internet,Personal Finance App,New Delhi,"Snow Leopard Ventures, Alto Partners",Private Equity,41.25
6/27/2022,Formcept,Consumer Internet,Unified Data Analysis platform,Bangalore,Gujarat Venture Finance Ltd,Private Equity,0
6/27/2022,Spares Hub,eCommerce,Automobile parts marketplace,Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",Seed Funding,2.56575
6/28/2022,FiTraQ,Consumer Internet,Fitness Centre Discovery Platform,New Delhi,"Aparup Sengupta, Devendra Reddy,",Seed Funding,0
6/28/2022,Rubique,Consumer Internet,Online Marketplace for financial products,Mumbai,"Kalaari Capital, Udayan Goyal",Private Equity,24.75
6/28/2022,Niki.ai,Consumer Internet,AI Based Personal Assistant,Bangalore,"SAP.iO, Unilazer Ventures",Private Equity,16.5
6/29/2022,Fitpass,Consumer Internet,Online Fitness Marketplace,New Delhi,"Abhinav Bindra, Gaurav Marya",Private Equity,8.25
6/29/2022,ZingHR,Technology,"digital employee solutions,",Mumbai,Zeta,Private Equity,0
6/30/2022,Tagos Design,Technology,in-video discovery platform,Bangalore,Undisclosed Investors,Private Equity,41.25
6/30/2022,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Private Equity,173.25
5/1/2022,Ace2three,Consumer Internet,Online Rummy playing Website,Hyderabad,Clairvest Group,Private Equity,608.025
5/1/2022,Power2SME,eCommerce,Buying portal for SMEs,Gurgaon,International Finance Corporation,Private Equity,82.5
5/2/2022,Innovapptive,Technology,Enterprise Mobility Solutions,Hyderabad,Hyderabad Angels,Seed Funding,12.375
5/2/2022,4tigo,Logistics,Truck Network company,Bangalore,"Accel Partners, Nandan Nilekani,",Private Equity,82.5
5/2/2022,SMECorner,Consumer Internet,Online Platform for small business loans,Mumbai,Dutch government fund,Private Equity,0
5/2/2022,ZippServe,Consumer Internet,Real estate risk assessment platform,Bangalore,undisclosed investors,Seed Funding,3.2175
5/3/2022,Ola,Consumer Internet,Cab Aggregation App,Bangalore,"Falcon Edge Capital,\\xc2\\xa0 Capital Advisers",Private Equity,862.125
5/3/2022,Sumeru,Technology,Software & Mobile development services,Bangalore,undisclosed investors,Seed Funding,8.25
5/4/2022,Healthians,Consumer Internet,Online Diagnostics and wellness platform,New Delhi,"Asuka Holdings, YouWeCan Ventures, Beenext, Beenos, M&S Partners",Private Equity,0
5/5/2022,HealthMir,Consumer Internet,AI-based health content platform,New Delhi,Nimit Panigrahi,Seed Funding,0
5/5/2022,Uactive,Consumer Internet,Health-based social networking & discovery App,Mumbai,Hinduja family,Seed Funding,0
5/5/2022,i-lend,Consumer Internet,Peer-to-peer lending platform,Hyderabad,50K Ventures,Seed Funding,0
5/5/2022,Good Methods Global,Technology,Cloud Based Practice Management Software,Trivandrum,Accel Partners,Private Equity,0
